epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
43;0.22598923279130098;0.91926074;0.6614404606050649;0.918682756486419;0.5903823870220162;0.92696124;0.7874109;0.98678285;0.38636363;0.8803419;0.5666258931063074;0.8558080964047242;0.2945113134709201;0.5303430079155673;0.8980408;0.64736843;0.9710333;0.32539684
44;0.22673721373978656;0.9186054;0.6611810599098737;0.91799228116883;0.5925925925925926;0.9259644;0.7890244;0.9872259;0.37703964;0.8810851;0.5635264254080226;0.8570170442198113;0.3004390921697037;0.5226130653266332;0.8978044;0.65591395;0.97233033;0.3227513
45;0.2276685908776126;0.918802;0.6641598063769238;0.9197295173260616;0.5859056493884682;0.9259798;0.7919217;0.9874474;0.37703964;0.87997025;0.5605071788564614;0.8562324290815427;0.2900660887349498;0.5105820105820106;0.89768183;0.6455026;0.9710333;0.3227513
46;0.22612910518753895;0.9194574;0.6678586714372405;0.920371799432938;0.5984848484848485;0.9249137;0.81664497;0.98958874;0.36596736;0.8818283;0.5611479209295175;0.856883225019844;0.2881714478882659;0.5143603133159269;0.8985218;0.65957445;0.97233033;0.32804233
47;0.2268740620872528;0.91775346;0.661482739314498;0.9197290224850587;0.5973193473193473;0.9246026;0.792142;0.9878904;0.36421913;0.8803419;0.5561977881873699;0.8572297824351436;0.2920537486489667;0.5238095238095238;0.8967716;0.65384614;0.97276264;0.3148148
48;0.22954021320340226;0.918802;0.6698971104636318;0.9211560148483282;0.5961538461538461;0.9248619;0.80616176;0.98885036;0.36596736;0.884058;0.5590935593650322;0.855873290373939;0.2908194104298833;0.5105820105820106;0.89908254;0.6793478;0.974492;0.33068782
49;0.22450790418251773;0.920637;0.6728474251580279;0.9218460598693929;0.5976744186046512;0.92873037;0.7879133;0.98626596;0.40268067;0.8810851;0.5571801760656542;0.8523871286517201;0.29781017126740467;0.5158730158730159;0.90004015;0.645;0.9693039;0.34126985
50;0.22368255868633216;0.91867095;0.6735845921271836;0.9225066941230273;0.6013986013986014;0.9235059;0.82312924;0.99040097;0.3525641;0.8844296;0.5580827951584065;0.8474849996683115;0.30161786856443323;0.5185185185185185;0.8969072;0.69822484;0.9779507;0.3121693
51;0.22607363805172875;0.9210302;0.6777337369384856;0.9227963051986532;0.5984848484848485;0.9295363;0.7848384;0.98574907;0.41025642;0.87922704;0.5518543868119159;0.8507103855136712;0.29470687535937856;0.5185185185185185;0.89951766;0.63054186;0.9675746;0.33862433
52;0.22574793971153123;0.9195229;0.6762341904653705;0.9224675156244971;0.6067481093659104;0.92480165;0.8193717;0.9898102;0.36480185;0.8818283;0.5515635059489802;0.8505045098214143;0.2984205405814459;0.5158730158730159;0.8966203;0.67045456;0.9749243;0.3121693
53;0.22580290976717693;0.91965395;0.6779859419101879;0.9230064835359084;0.6068724519510774;0.9261053;0.8039702;0.98833346;0.37762237;0.87997025;0.5561082151367097;0.8527862987439294;0.2958482141744599;0.5211640211640212;0.8957836;0.65536726;0.9736273;0.3068783
54;0.22587464282241418;0.9207681;0.6756105690096391;0.9212470225632007;0.6002331002331003;0.93125874;0.76433784;0.9833124;0.42715618;0.8781122;0.5529892302357613;0.8577261716042519;0.29656972555877636;0.5291005291005291;0.9039479;0.60683763;0.9602248;0.37566137
55;0.22516785822667143;0.9217511;0.6824039980109118;0.9238992412495328;0.6078088578088578;0.9286359;0.8056206;0.9877427;0.4009324;0.8825715;0.5541666652200495;0.8557497649585848;0.2905655277845187;0.5105820105820106;0.9002004;0.65816325;0.9710333;0.34126985
56;0.2249874883551143;0.9215545;0.6854503751382244;0.924262992416282;0.6074332171893148;0.92743385;0.81762546;0.988998;0.3892774;0.8803419;0.5545334123108212;0.8520314212056537;0.2987457690812406;0.5158730158730159;0.8980408;0.64736843;0.9710333;0.32539684
57;0.22087254146133156;0.9216856;0.6861639417419532;0.9242495671647263;0.6137289121582316;0.9312657;0.776246;0.98442;0.42657343;0.87922704;0.5571716901147836;0.8509048236674696;0.30522319193706554;0.5158730158730159;0.90242916;0.6199095;0.96368355;0.36243385
58;0.22378042082707722;0.9210302;0.6920797922075765;0.9264084078563882;0.6130536130536131;0.9254483;0.8366271;0.99084395;0.37004662;0.88145673;0.5550810146534227;0.8500836084061333;0.29639864204204336;0.5211640211640212;0.89657915;0.6666667;0.974492;0.3121693
59;0.22210486137837776;0.9210302;0.6853976757640626;0.9245227624279533;0.6078088578088578;0.9308563;0.77151966;0.98412466;0.42307693;0.88145673;0.557514823415965;0.8498525701292672;0.2980213731316907;0.5193798449612403;0.9042985;0.6311111;0.96411586;0.37566137
60;0.22292627665679993;0.9207681;0.6860030954590184;0.925416144071538;0.610917537746806;0.9269002;0.8118081;0.98870265;0.3846154;0.8833147;0.554588298791506;0.8521663841594669;0.29637770867234753;0.5132275132275133;0.9006012;0.6632653;0.97146565;0.34391534
61;0.2248331545920178;0.9212268;0.6867168881759911;0.9240586876265825;0.6148018648018648;0.9272904;0.8141809;0.9887765;0.3881119;0.88368636;0.5570802576193539;0.8533032754822637;0.29866040708301284;0.503957783641161;0.90032023;0.6683938;0.97233033;0.34126985
62;0.22327117140850614;0.9217511;0.6886329461293972;0.9239281356611342;0.6107226107226107;0.9318134;0.771875;0.98382926;0.4318182;0.8769974;0.5468482614510872;0.847729762991328;0.2982434379992455;0.5211640211640212;0.90350163;0.6;0.9593601;0.37301588
63;0.22256248539752022;0.9215545;0.6909397148285756;0.9259783695100834;0.6249271986022131;0.9261944;0.8348387;0.9905486;0.37703964;0.88071346;0.5550253320163295;0.8485910096372699;0.2941977731171969;0.5211640211640212;0.8946117;0.6706587;0.9762214;0.2962963
64;0.22231145960207582;0.9220132;0.6925751402671211;0.9265633146051075;0.6136363636363636;0.9281802;0.81534773;0.9886288;0.3962704;0.88071346;0.5488742676964488;0.8525449666824505;0.303083612872561;0.5291005291005291;0.90032154;0.6403941;0.9684393;0.34391534
65;0.22239181667847546;0.91926074;0.6866787508065233;0.9258174816396776;0.6148062463851938;0.92454654;0.81842107;0.9898102;0.36247087;0.87997025;0.5464215002900652;0.846127363853261;0.3030545903222351;0.5236842105263158;0.89452815;0.6627219;0.9753567;0.2962963
66;0.22159035126721063;0.92273414;0.6915385842201189;0.9257125968618992;0.6153846153846154;0.92918634;0.81403506;0.9882596;0.4055944;0.8818283;0.5511113116102148;0.8522115624363786;0.29281589236568667;0.5158730158730159;0.9001203;0.6515151;0.9701686;0.34126985
67;0.2230441889120348;0.92148894;0.6907375278210521;0.925222187913246;0.6142191142191142;0.9268377;0.8245614;0.9896625;0.38344988;0.88145673;0.5578408388831656;0.853944921389798;0.30226720104340793;0.5065963060686016;0.89752793;0.6612022;0.97319496;0.32010582
68;0.22172670643082085;0.9233895;0.6942379602634022;0.9270290245332704;0.6185206755969714;0.93037003;0.80973953;0.9875951;0.41666666;0.8818283;0.5593668339399971;0.8506566290829152;0.3056417196928148;0.5079365079365079;0.90238;0.6415094;0.9671422;0.35978836
69;0.22276244215553478;0.9226686;0.6925157488894067;0.9252021360952174;0.615967365967366;0.92941993;0.8101852;0.9878904;0.4079254;0.8795987;0.5503386487259594;0.851474413082714;0.2991237238891193;0.5079365079365079;0.8992373;0.635;0.9684393;0.33597884
70;0.21977189225489224;0.92129236;0.6938619468541687;0.9262152477466662;0.6171328671328671;0.9255862;0.8392622;0.99099165;0.37121212;0.88219994;0.5536044283811864;0.8517923766518665;0.30111431348300566;0.5079365079365079;0.89603174;0.67836255;0.9762214;0.3068783
71;0.2211659289181166;0.9235861;0.6949263409195358;0.9258674175513133;0.6161910308677927;0.929966;0.817552;0.98833346;0.4125874;0.8781122;0.549262771466624;0.8521126277287108;0.2990077912727172;0.5065963060686016;0.89811474;0.6262626;0.9680069;0.32804233
72;0.22251662083697182;0.92181665;0.6994871146919671;0.928859979273477;0.6235431235431236;0.9251584;0.85578233;0.9921731;0.36655012;0.88071346;0.5510049273894241;0.8455429056380201;0.3002834148934808;0.5144356955380578;0.89492464;0.66863906;0.975789;0.2989418
73;0.21832716775624367;0.92456913;0.7038339465250653;0.9276475327571835;0.6247086247086248;0.93268156;0.80085194;0.9861921;0.43822843;0.8766258;0.5513672041859683;0.8437506433615383;0.30112467743857824;0.5132275132275133;0.90117455;0.6036036;0.9619542;0.35449734
74;0.22262346608797043;0.92319286;0.6995294373611083;0.927639120460135;0.6188811188811189;0.9295784;0.81627905;0.98833346;0.4090909;0.8769974;0.5456494401149895;0.8476428376990417;0.29537136007732995;0.5052910052910053;0.8983119;0.61576355;0.96627754;0.33068782
75;0.22109526026064072;0.92148894;0.699378360920643;0.9282997547137692;0.6253635834787667;0.9264838;0.82951653;0.99010557;0.37995338;0.88145673;0.5539272239930013;0.8461147825609565;0.30229487370343866;0.5092348284960422;0.89689493;0.66480446;0.97405964;0.3148148
76;0.21629954356346426;0.92371714;0.7023982363677898;0.9284347172185907;0.6165501165501166;0.93328667;0.7833676;0.98442;0.4446387;0.875511;0.5410050480461599;0.8471327234837828;0.2993639552850167;0.5145118733509235;0.9026873;0.5914894;0.95849544;0.36772487
77;0.2204744035492965;0.9256832;0.7095277887550845;0.9299580960032854;0.6252913752913752;0.9318577;0.8262332;0.98855495;0.42948717;0.87885547;0.5557344234917249;0.8545396733896518;0.29355484744466753;0.5303430079155673;0.90076643;0.6226415;0.96541286;0.34920636
78;0.2204204301147612;0.9243725;0.7079023369116427;0.9304842625931012;0.625866050808314;0.9323655;0.80150217;0.9863398;0.4353147;0.8803419;0.5498117182747675;0.8502917716060819;0.30344563338176017;0.5185185185185185;0.90189743;0.63084114;0.9658452;0.35714287
79;0.2206655357256888;0.9215545;0.7030033673224049;0.9291138111931141;0.6264568764568764;0.9253135;0.84832215;0.9916562;0.36829838;0.8844296;0.5443944834979301;0.8463481083455141;0.30314024264530726;0.5118733509234829;0.8969072;0.69822484;0.9779507;0.3121693
80;0.2199674785216277;0.9228652;0.7005642835607561;0.9280556474955796;0.6206293706293706;0.92759335;0.8372966;0.99040097;0.38986015;0.88071346;0.5462300334775037;0.8475753562221352;0.3137347940583957;0.5;0.89808154;0.6507937;0.97146565;0.32539684
81;0.21884168685996225;0.92312735;0.7095908540274438;0.930625378338219;0.6368390470656595;0.9274952;0.8432364;0.99084395;0.38869464;0.88294315;0.5525583999226841;0.8486001596680368;0.3036748212466272;0.5197889182058048;0.8973747;0.6779661;0.9753567;0.31746033
82;0.21984507665621597;0.92456913;0.7132423100465595;0.93122919193583;0.6307513104251602;0.92849237;0.85356694;0.99136084;0.3974359;0.87997025;0.5544063314089878;0.8538156772052146;0.29525347321184536;0.5211640211640212;0.89768183;0.6455026;0.9710333;0.3227513
83;0.2198039313635583;0.922472;0.7102156016061856;0.9316066265320493;0.6319161327897496;0.9276817;0.829419;0.9898102;0.39102563;0.88071346;0.5539490994744101;0.8515762071749966;0.29388008132405286;0.5238095238095238;0.89808154;0.6507937;0.97146565;0.32539684
84;0.2190329841537009;0.9252245;0.70759282003546;0.9289333233160303;0.6322843822843823;0.93242675;0.81284004;0.98729974;0.4353147;0.8781122;0.5460545043150107;0.8463835647147362;0.30963928014073216;0.5238095238095238;0.9029639;0.6096491;0.9615218;0.36772487
85;0.2217597008971907;0.9252245;0.7134522394062317;0.9316659859375653;0.634032634032634;0.93164414;0.82194847;0.9882596;0.42773893;0.88071346;0.5521842277732552;0.8468216224377054;0.2996718665036026;0.5238095238095238;0.9016129;0.6350711;0.9667099;0.35449734
86;0.21969335504206772;0.926142;0.7111711713206208;0.9304100364426732;0.6305361305361306;0.9373063;0.7770461;0.9825002;0.48135197;0.8769974;0.549380349399156;0.8467255471146521;0.3056661516361545;0.5197889182058048;0.9084914;0.58867925;0.9528751;0.41269842
87;0.22171741275924772;0.9225375;0.7070889766312517;0.9299235216775644;0.6317016317016317;0.9278643;0.82800984;0.9896625;0.3927739;0.87997025;0.5543919228411425;0.8506429040367649;0.3017324031933184;0.5211640211640212;0.898;0.6439791;0.97060096;0.32539684
88;0.2212185679321341;0.9256177;0.7087123571061174;0.9291095297426981;0.6287878787878788;0.93354297;0.8061117;0.98641366;0.4458042;0.8777406;0.5555257444159073;0.850023561329225;0.30273340892881456;0.5209424083769634;0.903252;0.6060606;0.9606572;0.37037036
89;0.21702978166494183;0.92411035;0.7127452160888732;0.9307011320413078;0.6394874781595806;0.92946804;0.83214283;0.98958874;0.40734264;0.8810851;0.5524330195061267;0.8462177204070848;0.300847947295715;0.5052910052910053;0.89971924;0.64646465;0.9697363;0.33862433
90;0.21707978117992527;0.92542106;0.7165798590928484;0.9311506197905075;0.6439393939393939;0.9318989;0.8218263;0.98818576;0.43006992;0.8781122;0.5521981453484393;0.84991547659079;0.3005477881058358;0.5238095238095238;0.90198463;0.6126126;0.96281886;0.35978836
91;0.21953193222975342;0.92463464;0.714838815399339;0.9307232277678265;0.6416083916083916;0.9296859;0.83770883;0.9899579;0.4090909;0.884058;0.5572673059735574;0.8474483995452435;0.297110104208673;0.5132275132275133;0.90068084;0.6701031;0.97233033;0.34391534
92;0.21838635833826162;0.92686284;0.716326835659056;0.9289132930128278;0.6369463869463869;0.9361269;0.7964427;0.9847892;0.46969697;0.88294315;0.5554794684620087;0.8430866942540093;0.30512319988491854;0.5343915343915344;0.9074225;0.63179916;0.9619542;0.3994709
93;0.2163975089363638;0.92502785;0.7157277842854145;0.9311093543538349;0.6392773892773893;0.93055075;0.83255816;0.9893672;0.4172494;0.88145673;0.5550413546251758;0.8483073586834936;0.3004873996660728;0.5269922879177378;0.90008026;0.6482412;0.9697363;0.34126985
94;0.22014077451050543;0.92627305;0.7174129400315059;0.9318533585590367;0.6375291375291375;0.93492573;0.80061036;0.9855276;0.45862472;0.87922704;0.5459005916833329;0.8468227661915514;0.2998082972135476;0.5185185185185185;0.9043938;0.6137339;0.9610895;0.37830687
95;0.21683802985587997;0.9247657;0.7157162122041928;0.9324551282481579;0.6351981351981352;0.9293979;0.84382564;0.99047476;0.40617716;0.88071346;0.5512888647931173;0.8436797306230942;0.30373239561788035;0.5208333333333334;0.89681274;0.65745854;0.97319496;0.3148148
96;0.21745075679789622;0.92594534;0.7167928725536752;0.9325073447313719;0.6369463869463869;0.934842;0.79716027;0.98523223;0.45804197;0.87922704;0.5467039080726922;0.8461216450840315;0.30749961667369174;0.5130208333333334;0.90505296;0.6118143;0.9602248;0.38359788
97;0.22100318699046234;0.92535555;0.7137982712691013;0.9319323179712309;0.6381118881118881;0.93376696;0.8002081;0.9858229;0.4481352;0.87885547;0.5484484770353639;0.8509597238520714;0.2988814681696431;0.5171503957783641;0.9033699;0.61403507;0.9619542;0.37037036
98;0.21739899163593435;0.9229963;0.7136646748583997;0.9313534615720247;0.6365754222481071;0.92695385;0.8490323;0.99136084;0.38344988;0.88368636;0.5514786186718436;0.8449921881612328;0.29997648263854726;0.5185185185185185;0.8974563;0.6857143;0.9762214;0.31746033
99;0.216379655764236;0.92463464;0.7187415261639335;0.9332292532100551;0.6369463869463869;0.9290908;0.84596574;0.9906963;0.4032634;0.88219994;0.5435630640754913;0.844112069576834;0.30542920082696795;0.5145118733509235;0.89666134;0.6742857;0.9753567;0.3121693
